Job Title,Company Name,Location,Post Date,Summary,Salary,Job Link
Senior Full Stack Developer (React/Elixir),Softvision - North America,"Toronto, ON",10 days ago,"Solid understanding of the software development process and experience working on agile teams.
We marry design and engineering language in ways that produce…",,https://ca.indeed.com/rc/clk?jk=143b26e8458b8d5b&fccid=fdecc94562ee0d71&vjs=3
software engineering manager,Nations Fresh Foods,"Toronto, ON",19 days ago,"Website creation and management software.
Recruit, train and supervise staff.
Plan and control budget and expenditures.","$95,000 a year",https://ca.indeed.com/rc/clk?jk=0a11348604df58eb&fccid=b0dfd24ebecda732&vjs=3
"Senior Software Engineer, VTS Market",VTS,"Toronto, ON",30+ days ago,"Practitioner and evangelist of agile software process and software design (experience with scrum, Kanban, etc).",,https://ca.indeed.com/rc/clk?jk=0f873037ba573aec&fccid=5a8eae58e6c3b7d7&vjs=3
Software Architect - Wayside,Thales Group,"Toronto, ON",1 day ago,"Directs and coordinates software architecture studies.
Expert knowledge of SELTRAC signaling system and software architecture.",,https://ca.indeed.com/rc/clk?jk=33a35f780581c4ef&fccid=b920aab5fd60595d&vjs=3
Software Development Manager,Clio,"Toronto, ON",30+ days ago,"Working with the developers on your team to break down a project into deliverable chunks of work;
Demonstrated success in people leadership in software…",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5ZjDttMi39zFa6z3qGi07fW8zF7ozaABZQYLFGpPdOrhmw3auxZk9vN3II9EjHYqMaZuAXOkidH_k_ulWyREVUfMvNwcRihGIDSSS0KVfIHZONAYGoL9LzPCJeuOwikDprKPSCtryoCaskoFmN98fqcJPknH9Hj-LmctnBZ83TTAQ03JokWZFdneMyzOT36SJMc5F4HdCYAc8nA1Fc9mvP9I8E9uBLN0qD3vOCw16Yx0O30Ye5RB6kXUopj1o8Ua3lbzzu2luJADnFYTCnwlqH1Wkq7V96WINGSbz6Nc2M7tngldU8ROr38lDfmptBJjjVnB8lx8_tjUzrrCbG2mmE_oKFGk8o95Fqj4o6gIUeH2lxEKx4TLc1wvaSkTVTHRxoA-OEsoo_6lm9DL9r_IV&p=9&fvj=0&vjs=3
Software Engineer,PartnerRe,"Toronto, ON",30+ days ago,"Designing and developing software solutions.
At least 5 years experience in designing and developing software solutions.",,https://ca.indeed.com/rc/clk?jk=080020743c763d3b&fccid=ae001a0ac5399d15&vjs=3
Andriod Developer,Light Speed Web,"Mississauga, ON",1 day ago,"Excellent working knowledge of an objective oriented language (Android, Java, Objective-C, Swift, etc.).
Experience building a moderately complex Android app…",,https://ca.indeed.com/rc/clk?jk=b1d3fa8d806914dc&fccid=ad2b142194b63c31&vjs=3
Cloud Engineer,Rogers Communications,"Brampton, ON",1 day ago,Develop evaluation criteria and make recommendations for the selection of the software and hardware components of the solution.,,https://ca.indeed.com/rc/clk?jk=463e8f4be2d934cf&fccid=b5583ca8df6a68c3&vjs=3
Front End Developer,Streampoint Solutions,"Toronto, ON",1 day ago,"Communicate effectively with both system developers and UX/UI designers.
An understanding of prototyping software, specifically Figma and Adobe XD.",,https://ca.indeed.com/rc/clk?jk=71e3bfb25588dbf0&fccid=c3e140b7e1325488&vjs=3
"Principal Developer - PC Express Delivery Platform (Java, JS)",Loblaw Digital,"Toronto, ON",30+ days ago,"Set the technical direction for the PC Express fulfillment teams working on our Delivery, Capacity, and Loyalty Systems.",,https://ca.indeed.com/rc/clk?jk=ba030013edda8055&fccid=ae6e110d9fec0378&vjs=3
Java Developer (Application Support Required),Interac,"Toronto, ON",30+ days ago,*Hiring for 2 Positions* Java Developer (Application Support Required) You are a hands-on developer responsible for the maintenance and support of Interac’s…,,https://ca.indeed.com/rc/clk?jk=b9d2b37d904aaa99&fccid=00dc95fee284a196&vjs=3
"Senior Backend Developer, Node JS, Digital Factory",Scotiabank,"Toronto, ON",10 days ago,"Requisition ID: 79489 At Scotiabank Digital Factory, the reach and opportunity of a global organization meets the passion and drive of a startup. Reinvention…",,https://ca.indeed.com/rc/clk?jk=1728b8ee42b00ce2&fccid=3002307a9e5b4706&vjs=3
"Software Engineer, Back",ThinkData Works,"Toronto, ON",30+ days ago,"We are looking for an experienced engineer, with knowledge of Golang, Python, Java or Ruby – but the more the merrier. Our team needs a developer who wants to…",,https://ca.indeed.com/rc/clk?jk=1ebcde69f030bce4&fccid=cc0861c00ab24001&vjs=3
"Manager, Software Engineering, Developer Productivity - Engineering Management",Slack,"Toronto, ON",30+ days ago,"Slack is looking for an engineering manager for the Developer Productivity team, a group of engineers who design and build tools and solutions that will give…",,https://ca.indeed.com/rc/clk?jk=05467d7502b20734&fccid=8d0ce3817d129779&vjs=3
Senior Frontend Software Developer,Tangerine Bank,"North York, ON",21 days ago,"Requisition ID: 103282 Tangerine is Canada’s leading direct bank. We offer flexible and accessible banking options, innovative products, and award-winning…",,https://ca.indeed.com/rc/clk?jk=262afaf7b9e772d6&fccid=6e94a7799cf3a837&vjs=3
Java Developer,Atlantis IT Group,"Toronto, ON",14 days ago,*We are hiring Java Developers with core Java experience for multiple positions. Jr Java developers - 4 to 6 years exp Sr. Java developers - 10 to 15…,,https://ca.indeed.com/company/Zensark/jobs/Java-Developer-8fae785f7f7e1c6f?fccid=e3253f14911c5e33&vjs=3
"Principal Developer - PC Express Delivery Platform (Java, JS)",Loblaw Digital,"Toronto, ON",30+ days ago,"At Loblaw Digital, we know that our customers expect the best from us. Whether that means building the best, most innovative online shopping experiences, or…",,https://ca.indeed.com/rc/clk?jk=ba030013edda8055&fccid=ae6e110d9fec0378&vjs=3
Software Engineer,PartnerRe,"Toronto, ON",30+ days ago,"PartnerRe Ltd. is a leading global reinsurer, providing multi-line reinsurance to insurance companies. It is a dynamic, challenging, and rewarding place to…",,https://ca.indeed.com/rc/clk?jk=080020743c763d3b&fccid=ae001a0ac5399d15&vjs=3
Machine Learning Software Developer,Primate Labs,"Toronto, ON",30+ days ago,"Primate Labs, a small (but mighty!) software company located in Toronto, is looking for enthusiastic developers to join our team and help us build a new…",,https://ca.indeed.com/rc/clk?jk=ab62a7ec83d7f5cc&fccid=f5b8d34ca68e0488&vjs=3
Software Developer - ETL - Senior,S M Software Solutions Inc,"Toronto, ON",7 days ago,Job Description: Must-haves: Demonstrated experience in Informatica software development and a number of years of practical experience (minimum 10+ years)…,,https://ca.indeed.com/rc/clk?jk=92db29dc6e01c514&fccid=a327eded459067a2&vjs=3
Software Developer,enVista,"Toronto, ON",30+ days ago,"enVista is a leading global consulting and software solutions firm enabling enterprise commerce for the world’s leading manufacturers, distributors and omni…",,https://ca.indeed.com/rc/clk?jk=345bef476277e4b2&fccid=be393d2e86f3c80c&vjs=3
"Student, Front End Developer (Fall 2021 4-month Term)",OMERS,"Toronto, ON",2 days ago,"Why join us? Are you looking to join a dynamic pension plan that embodies the strong values of its 500,000 members and is an industry leading global investor…",,https://ca.indeed.com/rc/clk?jk=2e680b205a1d66a9&fccid=64d182c6fc449d3a&vjs=3
Firmware/Software Developer,e-Zinc,"Toronto, ON",30+ days ago,e-Zinc is an energy storage startup based in Toronto with a breakthrough technology poised to disrupt the market. As the global energy grid moves to higher…,,https://ca.indeed.com/company/e--Zinc/jobs/Firmware-Software-Developer-352293e597087efe?fccid=8dd6b75d746d2f86&vjs=3
"Software Engineer, Graph Platform",Square,"Toronto, ON",30+ days ago,"Company Description Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started,…",,https://ca.indeed.com/rc/clk?jk=ba641007c1325905&fccid=09abad886b83c501&vjs=3
Software Developer,Destiny Solutions Inc.,"Toronto, ON",30+ days ago,"As a Software Developer at Modern Campus, you will be primarily responsible for designing and developing high quality solutions within our Destiny One product…",,https://ca.indeed.com/rc/clk?jk=efbf70b818f2aff5&fccid=87ef31a34c3a3595&vjs=3
Senior Back End Developer (Remote available),Ada Inc.,"Toronto, ON",30+ days ago,"As Senior Back End Developer, you'll be working with internal and external stakeholders, product managers, and designers to execute Ada’s Hand Off roadmap in…",,https://ca.indeed.com/rc/clk?jk=b7f2dee289c66579&fccid=d67c696a16671a91&vjs=3
"Manager, Software Engineering - Toronto",Snapchat,"Toronto, ON",30+ days ago,"5+ years of software engineering experience.
Build and grow a team of exceptional software engineers and technical leaders.",,https://ca.indeed.com/rc/clk?jk=8003380420277b1f&fccid=f368300325e8e8bc&vjs=3
Cloud Engineer/Developer,A5,"Toronto, ON",30+ days ago,"Experience working within professional software engineering practices for the full software development life cycle, including coding standards, code reviews,…","$60,492 - $125,647 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFZoZuawBHHk2nayU-H5zGPcyg1EQU8ypgj2nh5M4UB3rSJBMb_b2debQ2C4iEp0RHx1Gj4pLnKC9j5c8twZrzQizJwxIXZ7dr_r1vHU0NfqTIBeN7nPOocYyyYMzhspBQOidu8fI9QrbAhOhvuyM5w4DoKAHs6LhZoRg-2AkyWidOCNxnGJ6YHMQ_J6sdpbUT4Ko4Je52QUncyr_VXdgmNbrvJKDPwAsB32vHLAsi8_YNTDyNvZmVsniz3RZPaTxhCSdd4CZVJmCJis3IOWQk9vrMQjxDie0gVyofuVkdo7c3aF-MIBGC873BIn7D4bxb6SiM4Z9Kp2WqX5XnMd1PS_oywgVZBUYv9gC1aBqQ2iOA5FLPIyLZ_9unho9XBzj48bDWRRHFmA5mN-AFhzUOgU2fotNBjPRsKde6rlIIhsix9EMYTxDNqCeQh_dPGsITSIR127A8OZW2L-Z58aH7&p=2&fvj=1&vjs=3
Full Stack Developer,Element Fleet Management,"Mississauga, ON",3 days ago,"Take hands-on coding assignments - Integrates software components into a fully functional software system.
Leads the development team and take ownership of the…",,https://ca.indeed.com/rc/clk?jk=f75abc4dbad29d9b&fccid=a20b877ea9d50601&vjs=3
Software Engineer II (UI),Rapid7,"Toronto, ON",30+ days ago,"Working experience of 1 year minimum with the ReactJS and Redux frameworks is a must.
You will collaborate with backend developers, UX experts, product managers…",,https://ca.indeed.com/rc/clk?jk=a0c88d15e77285b0&fccid=230117385c78571f&vjs=3
ETL Developer,Fujitsu,"Toronto, ON",9 days ago,"With strong experience working with SQL Server Integration Services (SSIS), to join our Education practice.
Assisting in the development and execution of data…",,https://ca.indeed.com/rc/clk?jk=18e8a6c9a363f994&fccid=0d771a787e6e10bd&vjs=3
Front End Developer-Angular,Rezilyens LLC,"Toronto, ON",7 days ago,"At least 3 years commercial software development experience.
Experience shipping commercial enterprise software using an Agile methodology.",$25 - $63 an hour,https://ca.indeed.com/company/Rezilyens-LLC/jobs/Front-End-Developer-Angular-bbeb5ff266473818?fccid=1a3c1ba65d521e6f&vjs=3
Full Stack Developer,BIMM,"Toronto, ON",9 days ago,"Although you have the full support of your team mates, you are able to lead the research and solution of complex problems.
Knowledge of Cloud Foundry and k8s.",,https://ca.indeed.com/rc/clk?jk=bc244f5b6f1e5e0c&fccid=f173c64c3c0fc5d4&vjs=3
Senior Front End Developer,Thrive Career Wellness Inc,"Toronto, ON",14 days ago,"You have the ability to work autonomously with minimal supervision, with patience and strong attention to detail.
Be part of a Full-Stack feature teams.",,https://ca.indeed.com/rc/clk?jk=20d6d3150ffff8f7&fccid=48633768484b222c&vjs=3
"Manager, Software Development 2",eBay Inc.,"Toronto, ON",27 days ago,"Lead a talented team of back-I end, front-end and quality engineersProvide technical leadership to the team in areas such as design and architecture, technical…",,https://ca.indeed.com/rc/clk?jk=548f02cb5e09bec2&fccid=ccf155b8e5eb4bf8&vjs=3
Senior FrontEnd Software Developer (Traveller Information Systems),IBI Group,"Toronto, ON",1 day ago,"Combining data and complex algorithms, with an intuitive user interface, our team’s goal is to keep cities moving around the world.",,https://ca.indeed.com/rc/clk?jk=e4609bbb9ceaf33b&fccid=904e26b72f6a1767&vjs=3
Software Developer,Trapeze Group Limited,"Mississauga, ON",30+ days ago,"3+ years of working as software developer.
The developer is responsible for designing and implementing new features, bug fixes, and enhancing existing code.",,https://ca.indeed.com/rc/clk?jk=55220e14d521f711&fccid=be170a65fa0dc90f&vjs=3
Java Developer,A5,"Toronto, ON",30+ days ago,"Experience working within professional software engineering practices for the full software development life cycle, including coding standards, code reviews,…","$64,540 - $121,431 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFZoZuawBHHk2nayU-H5zGPcyg1EQU8ypgj2nh5M4UB3rSJBMb_b2d0WbQ6PQOS_ZD3iP9sbgVZA_olaKkH91yV8hFB74aqnpl-mOPPBdaoaJMkrrECn5g96BwO8W1uiC7-FBJ6rIAGmbr2v7QWtnb_AC9TTVv4Txq0-MyAu2cXZ9duW_kFJvzHNqgiB3WNkFrekLl0YUltjU2ecdRV0VuE76dq_xAdC2dqk8fmtnZ85zw4L_Dx7C8487ihqjxGbIzdLjrKAfX2iaA9_gfBQvPbF9NUR2a_Zmlp8qCAfjq2T2Yjwwojlv_D_TygvBilG9xV56mYMdqBERf6kzIS5B85i7aM3pB0s-agiq6n5DrJNGFpHLxMCZDatgOksi6MyOTUe1_LlTkYr37wLxZNzr-oI4hwjd9ojPL99eVZUDnocR8RSP_T9WFfBSVKSPZEkqoScls68s0jg==&p=12&fvj=1&vjs=3
Software Architect - Wayside,Thales Group,"Toronto, ON",1 day ago,"Directs and coordinates software architecture studies.
Expert knowledge of SELTRAC signaling system and software architecture.",,https://ca.indeed.com/rc/clk?jk=33a35f780581c4ef&fccid=b920aab5fd60595d&vjs=3
Web Developer,Hewitt & Johnston Consultants,"Toronto, ON",30+ days ago,"Proficiency in software such as Photoshop, InDesign, Illustrator (Adobe Creative Suite).
Hjc invites qualified individuals to apply for the position of Web…",,https://ca.indeed.com/rc/clk?jk=e5e296184a0c0d7a&fccid=2140a58ee8a2b41e&vjs=3
Programmer/Developer,Nortak Software Ltd.,"Greater Toronto Area, ON",30+ days ago,"Experience in building applications using MS .
NET elements such as Windows Communication Foundation, Windows Presentation Framework, MS Sync Framework and MS…",,https://ca.indeed.com/rc/clk?jk=2775d63f8d04a26a&fccid=e006c4576a932f64&vjs=3
Junior Web Developer,Horizon Studios Inc.,"Toronto, ON",14 days ago,"You will work with project management, product management, quality assurance and other developers to complete assigned projects.",,https://ca.indeed.com/rc/clk?jk=e5af05522c6aa584&fccid=df3c9a6f1cabd3ad&vjs=3
Zoho CRM Developer,Light Speed Web,"Mississauga, ON",1 day ago,"Implementation, customization, and administration of suite of Zoho one applications including ZOHO CRM, Analytics, Projects, Desk, CRM, Books.",,https://ca.indeed.com/rc/clk?jk=6f42623be985b40b&fccid=ad2b142194b63c31&vjs=3
"Software Engineer, Quantum Engineering Solutions (PartTime)",Keysight Technologies,"Toronto, ON",9 days ago,"Maintain and support QES software products and tools.
Proven experience developing scientific software using C/C++ and Python.",,https://ca.indeed.com/rc/clk?jk=9d92e0e48da32012&fccid=d072500b76ca23c2&vjs=3
"Director, Technology Development – Software & Technology Development",Rodan Energy,"Mississauga, ON",30+ days ago,"Lead, manage and develop product-focused software developers and data scientists.
Lead, inspire, and motivate a team of talented software developers to deliver…",,https://ca.indeed.com/rc/clk?jk=430ca7edd7c62170&fccid=004c21babf510f39&vjs=3
Software Development Manager,EPAM Systems,"Toronto, ON",30+ days ago,"8+ years of experience in a technical leadership / professional software engineering leadership capacity.
Establish engineering standards/practices covering…",,https://ca.indeed.com/rc/clk?jk=6ca9eec9cf318662&fccid=532afac41b2663f7&vjs=3
Patent & Innovation Engineer (Software),Shopify,"Toronto, ON",13 days ago,"Broad and rich software background, from either 2+ years of experience working at a patent agency firm or 4+ years of experience as a software developer.",,https://ca.indeed.com/rc/clk?jk=017997ebc9f6cec7&fccid=d5a5824be27ba831&vjs=3
Developer II - Fulfillment team,Loblaw Digital,"Toronto, ON",28 days ago,"Coaching and Mentorship to junior developers.
You are a seasoned API developer with mentorship experience.
Through your knowledge of industry trends and tools,…",,https://ca.indeed.com/rc/clk?jk=ef6b8d4d9c4e36a4&fccid=ae6e110d9fec0378&vjs=3
Full Stack Developer,Accenture,"Toronto, ON",27 days ago,"Work closely alongside other developers and QA engineers using the Agile software development lifecycle.
Minimum of 6 years of experience developing software…",,https://ca.indeed.com/rc/clk?jk=00294efe27868e39&fccid=a4e4e2eaf26690c9&vjs=3
PHP Web Developer,SANG H YOON CPA PROFESSIONAL CORPORATION,"Toronto, ON",3 days ago,"We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming.
Developing front end website architecture.","$40,000 - $60,000 a year","https://ca.indeed.com/company/Sang-h.-yoon-,-cpa-professional-corporat/jobs/PHP-Web-Developer-b1b66c645cafa3b2?fccid=e796e8b7c55b7cf6&vjs=3"
Software Developer,Maestro PMS,"Markham, ON",30+ days ago,"It consists of working from our Markham (Toronto area) Head Office, working as a team member in our development department, working on our core Maestro property…",,https://ca.indeed.com/rc/clk?jk=4a0c5b2d21051034&fccid=5a07c0c45bb163fa&vjs=3
Full Stack Developer,Theminventors,"Toronto, ON",12 days ago,"We are looking to build an e-commerce website and we are looking for someone with full stack experience to help us.
Back-end development: 2 years (Preferred).",,https://ca.indeed.com/company/Theminventors/jobs/Full-Stack-Developer-1d619d761fde94bd?fccid=6b865b17a42deb9d&vjs=3
Java Developer & Designer - API,TD Bank,"Toronto, ON",7 days ago,Readiness and motivation (as senior or lead developer and valued subject matter expert) to address and resolve highly complex and multifaceted development…,,https://ca.indeed.com/rc/clk?jk=5d2f87931064ce7b&fccid=d7114f1cac8d0711&vjs=3
Senior React.js Developer,Publicis Sapient,"Toronto, ON",5 days ago,"You’ll take lead-from-the-trenches approach to projects, mentoring junior developers, doing pull request reviews, and setting up front-end tooling and CI.",,https://ca.indeed.com/rc/clk?jk=ce71517813384f93&fccid=1b0043cf80779505&vjs=3
"Software Development Engineer, Client Security",Amazon Dev Centre Canada ULC,"Toronto, ON",30+ days ago,"You design, plan, engineer, test, release, and support critical software systems.
Bachelor's degree in computer science or a related field.",,https://ca.indeed.com/rc/clk?jk=1807401d80f048fc&fccid=fe2d21eef233e94a&vjs=3
Senior Back-End Developer,Felix,"Toronto, ON",30+ days ago,"4+ years of experience in software engineering with a focus on back-end systems in a high growth DTC, B2C or SMB SaaS environment.",,https://ca.indeed.com/rc/clk?jk=dafb7c8602e4529e&fccid=4b1954dfac0a3369&vjs=3
"Senior Software Manager, UK Engineering",Thales Group,"Toronto, ON",2 days ago,"The Senior Software Manager will lead Software Managers and Group Leads to deliver software for critical subsystems.
Communicates company strategy to the group.",,https://ca.indeed.com/rc/clk?jk=3d0fbcb7c4c418fd&fccid=b920aab5fd60595d&vjs=3
Website Developer (Wordpress),URBA Media,"Toronto, ON",18 days ago,"Provide intuitive, effective, and strategic designs for new and existing web applications focusing on user experience.
Passionate for all things design.",$35 an hour,https://ca.indeed.com/company/URBA-Media/jobs/Website-Developer-cf614ff2520f3f61?fccid=5502897bb94e8a5a&vjs=3
Flutter Developer,Recipe Unlimited Corporation,"Greater Toronto Area, ON",30+ days ago,"Solid experience in software development.
Passionate about building software and high-performing, scalable mobile applications.",,https://ca.indeed.com/rc/clk?jk=da137274f4271589&fccid=8e3234ceca540f26&vjs=3
"Software Engineer, Audio Processing (C++)",SoundHound Inc.,"Toronto, ON",30+ days ago,"Develop high impact, on-device audio processing software for our comprehensive AI platform with a potential to reach 2 billion end users.",,https://ca.indeed.com/rc/clk?jk=2489a7fd2c4a285d&fccid=80413c126d4e4312&vjs=3
Software Developer / Architect,Xcellence Medical Solutions,"Richmond Hill, ON",30+ days ago,"Xcellence Medical Solutions has a mid-level position for a motivated, well-organized developer.
Applicants must demonstrate excellent knowledge in developing…",,https://ca.indeed.com/rc/clk?jk=e54cdbffd7935473&fccid=f1ee4f0a760dc6fe&vjs=3
software development manager,QiiQ Communications Inc.,"Richmond Hill, ON",30+ days ago,"Research and evaluate a variety of software products.
Write, modify, integrate and test software code.
Prepare reports, manuals and other documentation on the…","$80,000 - $90,000 a year",https://ca.indeed.com/rc/clk?jk=06128399db33776c&fccid=763b0346b733a4b8&vjs=3
WebSphere Commerce (Business Edition) & Java (J2EE) Developer,Vastcom Network,"Richmond Hill, ON",2 days ago,"The candidate must be an university graduate in Computer Science, have excellent communication skills, both verbal and written; strong analytical and problem…",,https://ca.indeed.com/rc/clk?jk=d52c16b673f7e43e&fccid=d4173e649cf0d5ed&vjs=3
"Senior Software Developer - Toronto, On or Remote",Briza.com,"Toronto, ON",30+ days ago,"You bring strong experience in software development, with a passion for building great software products.
We’re making it easy for developers to embed insurance…",,https://ca.indeed.com/rc/clk?jk=03d04bb629bde7fc&fccid=88b43aa921ec4730&vjs=3
LPO Design & Developer,Assurant,"Toronto, ON",Today,"Comfortable learning and using new software to develop modern training material.
The Learning and Performance Optimization (LPO) team is responsible for…",,https://ca.indeed.com/rc/clk?jk=d78cf38ca2f367a5&fccid=cc80d5313758adb1&vjs=3
iOS Software Engineering - communities,Twitter,"Toronto, ON",30+ days ago,"You are familiar with standard software engineering methodology, e.g. unit testing, code reviews, design documentation.",,https://ca.indeed.com/rc/clk?jk=11e2883d5fe1fa7e&fccid=7a3824693ee1074b&vjs=3
Staff Software Engineer,HomeX,"Toronto, ON",14 days ago,"You will work with other Developers, Interaction Designers and Product Managers throughout a scrum-based agile software development life cycle, develop…",,https://ca.indeed.com/rc/clk?jk=8bbdc299568fc1dd&fccid=cd3e1b0daf5fb820&vjs=3
Software Engineer - SFCC/Demandware,Bolt,"Toronto, ON",30+ days ago,"Take ownership of your own projects while pairing with mentors.
Relevant industry experience (internships/Co-op if new grad).",,https://ca.indeed.com/rc/clk?jk=8820850201227eea&fccid=2472edbe03e34796&vjs=3
Developer (Contract - 12 Months),Giesecke+Devrient Mobile Security Canada Inc.,"Markham, ON",1 day ago,"Coordinate developers to build and implement technology solutions.
4+ years software development experience in Windows environment.",,https://ca.indeed.com/rc/clk?jk=73926bca2ee6c597&fccid=99a6eefe9b0007ae&vjs=3
Web and Mobile Developer,RICH MEDIA,"Toronto, ON",30+ days ago,"A minimum 75% university average.
Rich Media is looking for an exceptional programmer with a passion for solving problems in a creative way.","$42,000 - $48,000 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BevxjK2wn_1rRbr0VOzivDpiUmqnEEuAJkzL_LXy4UaGPDeYSZTqIqWrV21D0hCA0QAKxsM_pOi23HP7sEa68NArnv-2PfZBag-qWKkSrHwiL2i6p_9kvtOd47gBz6LkJ4K4A4MaX-qYe-TksY7ZX5dLaOvEqg3gQj2TsQgONP425KNEnn4wm9bxYibBMG9_LXKKAyqIXshwzqkmDe8FTY8PMPLBF-iuGISGY8J11EHtilkqPL-6Nfl4Df6uCFZenJ8ri0AU_SSCpMkWq5FwzFhPyL_0FVz2uoDsw9FrZB78LkPqdIrWIDEuZW6PStDaUBEu3KwTQ5QIqi9jOtu8h4gonkSbGos-MS2WHwlaziBx1rcAy75R8iidAIdOJUuTxdy7fSz5R3dIuZIKOBPFDx7Edkm2THZIoEglDGMX4hEUR9uBKuc7O8KsRhMsR61kYjSr0NU38Wfjv9BNSw2lir&p=14&fvj=1&vjs=3
Senior Peoplesoft Developer,Canadian Tire,"Toronto, ON",30+ days ago,You will be responsible for the design and development of modifications to PeopleSoft Financials software and/or custom solutions developed to support specific…,,https://ca.indeed.com/rc/clk?jk=64383c14423b573f&fccid=2e16043297423070&vjs=3
ETL Developer,Scotiabank,"Toronto, ON",13 days ago,"The successful candidate will have a strong foundation in Data warehousing, ETL processes, and scheduling.
Provide technical expertise in designing, coding, and…",,https://ca.indeed.com/rc/clk?jk=834450edcf0ea1ec&fccid=3002307a9e5b4706&vjs=3
Full Stack Developer,CGI Inc,"Toronto, ON",15 days ago,"Leads and implements initiatives as required to deliver business objectives.
Decomposes business requirements and translates them into detailed design…",,https://ca.indeed.com/rc/clk?jk=599989ca07e45dd4&fccid=d2841a5c0380b93d&vjs=3
Senior Software Developer,Canadian Institute for Health Information,"Toronto, ON",30+ days ago,"Analyse software deficiencies/problems and change requests, implementing the changes within the production systems.
HOOPP Pension Plan (Defined Pension).",,https://ca.indeed.com/rc/clk?jk=8f14baaf978e845c&fccid=b4d2996574efff71&vjs=3
Software Engineer (Algo),SS&C Technologies,"Toronto, ON",1 day ago,"Working knowledge of software version control systems, specifically GIT.
3-5 years of Java development experience minimum.
Participate in peer code reviews.",,https://ca.indeed.com/rc/clk?jk=b59f265bd9dab86d&fccid=7ab93833a090100a&vjs=3
Intermediate Java Developer,CriSys,"Toronto, ON",30+ days ago,Intermediate Java Developer - A minimum of 5 years experience with J2EE and related technologies is required.,,https://ca.indeed.com/rc/clk?jk=2aed2e023b458a91&fccid=15d3c781e073462b&vjs=3
Software Engineer,Provectus,"Toronto, ON",1 day ago,"Experience: * 2 years to less than 3 years of experience in software design,.
Education: * A Bachelor's Degree.
Experience with Spring and Spring Boot 2.0;",,https://ca.indeed.com/company/Provectus/jobs/Software-Engineer-8b5c3f2abc63615a?fccid=a7b2198f1088918d&vjs=3
- Software Engineer,Paytm,"Toronto, ON",30+ days ago,"Design, develop, test, deploy, maintain and improve software.
We offer a flexible work schedule and you get your choice of tools (both hardware and software)…",,https://ca.indeed.com/rc/clk?jk=6d47123eeab01e90&fccid=4e917d9a3b14765d&vjs=3
C# Software Developer,Evron,"Markham, ON",30+ days ago,"We are expecting that you would have at least 5 years experience in business software development.
We are also looking for someone with excellent customer…",,https://ca.indeed.com/rc/clk?jk=d241b22bf0a43cfe&fccid=6abb445d99d1ad91&vjs=3
Developer 3,Hyland Software,"Toronto, ON",30+ days ago,"Experience with continuous software delivery.
Experience with data structures, algorithms, and software design.
Bachelor's degree or equivalent experience.",,https://ca.indeed.com/rc/clk?jk=0f47b4b9f882f28c&fccid=3d24a41d2f81572d&vjs=3
5G NR CU Software Developer,Dell Technologies,"Toronto, ON",30+ days ago,"Experience with 4G/5G RAN software development is an asset.
The candidate for this role will have experience in telco industry, building carrier grade software;…",,https://ca.indeed.com/rc/clk?jk=4b5a4e9613a11d4b&fccid=dd09fe3b43125016&vjs=3
Junior Python Developer,Exiger,"Toronto, ON",30+ days ago,"Experience with all phases of software development lifecycle.
Professional experience in software development or data analysis.",,https://ca.indeed.com/company/Exiger/jobs/Junior-Python-Developer-3820b436ed2ddda9?fccid=b7a753ea1f841879&vjs=3
"Senior Software Engineer, Payments",Zynga,"Toronto, ON",2 days ago,"3+ years of hands-on software development experience.
We’re looking for exceptional engineers with a passion for technology and the ability to work with a…",,https://ca.indeed.com/rc/clk?jk=945a0327dfbe6b56&fccid=f379417fa48d0010&vjs=3
Web Developer (Angular/Java),TickTrade,"Toronto, ON",30+ days ago,"As a member of our development and innovation team, you will have the responsibility of writing well designed, testable, efficient code, and analyzing software…",,https://ca.indeed.com/rc/clk?jk=07eec171576b7d36&fccid=876ab9a013569fc6&vjs=3
